case_name,missile_speed_mps,target_speed_mps,initial_range_m,initial_los_deg,max_required_overload_g,max_actual_overload_g,miss_distance_m,intercepted,flight_time_s,saturation_ratio
"R=4750,q=105",408.0,272.0,4750,105,6.911755,6.911755,3.751546,True,17.32,0.0
"R=4750,q=110",408.0,272.0,4750,110,8.150359,8.150359,4.857441,True,16.15,0.0
"R=4750,q=115",408.0,272.0,4750,115,9.737461,9.737461,4.106898,True,15.03,0.0
"R=4750,q=120",408.0,272.0,4750,120,11.811699,11.811699,4.024887,True,13.95,0.0
"R=4750,q=125",408.0,272.0,4750,125,14.585526,14.585526,4.369895,True,12.92,0.0
"R=4750,q=130",408.0,272.0,4750,130,18.396644,18.396644,4.845414,True,11.95,0.0
"R=4750,q=135",408.0,272.0,4750,135,7951.794973,20.0,5.060067,False,11.27,0.274823
"R=4750,q=140",408.0,272.0,4750,140,4144.318939,20.0,190.055035,False,9.61,0.212058
"R=4750,q=145",408.0,272.0,4750,145,3918.778241,20.0,194.64554,False,8.61,0.164733
"R=4750,q=150",408.0,272.0,4750,150,4270.730196,20.0,173.275627,False,8.1,0.144266
"R=4750,q=155",408.0,272.0,4750,155,4610.460155,20.0,142.940575,False,7.73,0.125323
"R=4750,q=160",408.0,272.0,4750,160,5063.215439,20.0,109.180547,False,7.46,0.107095
"R=4750,q=165",408.0,272.0,4750,165,5609.744761,20.0,75.204644,False,7.26,0.086657
"R=4750,q=170",408.0,272.0,4750,170,6458.69945,20.0,43.423317,False,7.12,0.065919
"R=4750,q=175",408.0,272.0,4750,175,7917.99234,20.0,16.818189,False,7.03,0.041193
"R=4750,q=180",408.0,272.0,4750,180,0.0,0.0,3.6,True,6.98,0.0
"R=5000,q=0",408.0,272.0,5000,0,0.0,0.0,4.72,True,36.73,0.0
"R=5000,q=5",408.0,272.0,5000,5,0.197312,0.197312,3.912502,True,36.68,0.0
"R=5000,q=10",408.0,272.0,5000,10,0.393125,0.393125,4.267907,True,36.51,0.0
"R=5000,q=15",408.0,272.0,5000,15,0.58595,0.58595,4.599467,True,36.23,0.0
"R=5000,q=20",408.0,272.0,5000,20,0.774324,0.774324,3.83447,True,35.85,0.0
"R=5000,q=25",408.0,272.0,5000,25,0.956813,0.956813,3.732054,True,35.36,0.0
"R=5000,q=30",408.0,272.0,5000,30,1.132031,1.132031,4.80017,True,34.76,0.0
"R=5000,q=35",408.0,272.0,5000,35,1.298645,1.298645,4.931714,True,34.07,0.0
"R=5000,q=40",408.0,272.0,5000,40,1.45539,1.45539,4.839863,True,33.29,0.0
"R=5000,q=45",408.0,272.0,5000,45,1.607195,1.607195,3.972649,True,32.43,0.0
"R=5000,q=50",408.0,272.0,5000,50,1.772034,1.772034,4.586809,True,31.48,0.0
"R=5000,q=55",408.0,272.0,5000,55,1.954644,1.954644,4.94096,True,30.46,0.0
"R=5000,q=60",408.0,272.0,5000,60,2.159462,2.159462,4.728148,True,29.38,0.0
"R=5000,q=65",408.0,272.0,5000,65,2.391787,2.391787,3.707839,True,28.25,0.0
"R=5000,q=70",408.0,272.0,5000,70,2.658101,2.658101,4.417396,True,27.06,0.0
"R=5000,q=75",408.0,272.0,5000,75,2.966498,2.966498,4.003121,True,25.84,0.0
"R=5000,q=80",408.0,272.0,5000,80,3.327254,3.327254,3.730918,True,24.59,0.0
"R=5000,q=85",408.0,272.0,5000,85,3.753631,3.753631,4.896661,True,23.31,0.0
"R=5000,q=90",408.0,272.0,5000,90,4.263017,4.263017,4.736336,True,22.03,0.0
"R=5000,q=95",408.0,272.0,5000,95,4.878589,4.878589,4.576017,True,20.75,0.0
"R=5000,q=100",408.0,272.0,5000,100,5.631775,5.631775,4.381782,True,19.48,0.0
"R=5000,q=105",408.0,272.0,5000,105,6.566024,6.566024,4.109615,True,18.23,0.0
"R=5000,q=110",408.0,272.0,5000,110,7.742676,7.742676,3.695396,True,17.01,0.0
"R=5000,q=115",408.0,272.0,5000,115,9.250393,9.250393,4.405035,True,15.82,0.0
"R=5000,q=120",408.0,272.0,5000,120,11.220888,11.220888,4.744843,True,14.68,0.0
"R=5000,q=125",408.0,272.0,5000,125,13.855976,13.855976,4.532197,True,13.6,0.0
"R=5000,q=130",408.0,272.0,5000,130,17.476463,17.476463,4.886585,True,12.58,0.0
"R=5000,q=135",408.0,272.0,5000,135,696.141181,20.0,4.475108,True,11.72,0.211604
"R=5000,q=140",408.0,272.0,5000,140,10013.464891,20.0,87.880394,False,12.23,0.340686
"R=5000,q=145",408.0,272.0,5000,145,3918.095725,20.0,196.389281,False,9.11,0.162281
"R=5000,q=150",408.0,272.0,5000,150,4197.623896,20.0,176.608818,False,8.54,0.139181
"R=5000,q=155",408.0,272.0,5000,155,4622.130916,20.0,146.335351,False,8.15,0.121324
"R=5000,q=160",408.0,272.0,5000,160,5084.573597,20.0,112.053456,False,7.86,0.104193
"R=5000,q=165",408.0,272.0,5000,165,5757.339991,20.0,77.259015,False,7.65,0.084856
"R=5000,q=170",408.0,272.0,5000,170,6686.640064,20.0,44.750998,False,7.5,0.063915
"R=5000,q=175",408.0,272.0,5000,175,7922.681664,20.0,17.358962,False,7.4,0.039136
"R=5000,q=180",408.0,272.0,5000,180,0.0,0.0,2.0,True,7.35,0.0
